Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
179192CNPU,Capital Normal University High School,,,0
179194ECPU,Colegio Catolico Jose Engling,,,0
179196USPR,Trinity School at Meadow View,,,0
179197USPU,Liberty Ranch High School,,1,0
179198USPU,International College Counselors,,,0
179201USPU,Boy's Latin of Philadelphia Charter School,,,0
179204USPU,Byron Nelson High School,7,1,4833180DUS
179205CNPU,Beijing Royal School,,1,0
179207SVPU,American School of El Salvador,,,0
179223USPU,CBI Coaching,,,0
179226CNPU,The Independent Schools Foundation Academy,,1,0
179227USPU,Rowe-Clark Math & Science Academy ,400056,1,1709930DUS
179228USPU,UIC College Prep,400057,1,1709930DUS
179229USPU,Gary Comer College Prep,400052,1,1709930DUS
179230USPU,Chicago Bulls College Prep,400097,1,1709930DUS
179232FRPU,Lycee International de Valbonne,,,0
179233USPU,Summer on the Hill,,,0
179234USPU,Elkhorn South High School,,,3170110DUS
179235USPU,Wayne Central High School,,1,0
179236USPU,Rae Kushner Yeshiva High School,,,0
179238CHPU,International School of Rheintal,,,0
179240USPU,Summer Creek High School,014,1,4823910DUS
179241USPU,Alliance Leichtman-Levine Family Foundation Environmental Science High School,117606,1,7802505DUS
179242PHPR,The Beacon Academy,,,0
179243TRPU,TED Istanbul Koleji,,,0
179246SDPR,Khartoum American School,,,0
179247USPR,Umoja Corporation,,1,0
179248CNPR,Dalian American International School,,,0
179249USPU,Wylie East High School,003,,4846530DUS
179250USPU,Civic Leadership High School,2415214,1,0900700DUS
179251USPU,Abramson Sci Academy,382001,,7803055DUS
179253USPR,Ascension Academy,,,0
179256USPU,Newgrange School,,1,0
179259USPU,The Washington Latin Public Charter School,,1,0
179266USPU,New Designs Charter,University Park,,7803307DUS
179268USPU,Glasgow Middle School -- FCPS Test,101,1,7800041DUS
179270USPU,Rocky Run Middle School -- FCPS Test,251,1,7800041DUS
179273CAPR,Meadowridge School,,,0
179274CNPU,Tsinghua International School,,,0
179275USPU,New Jersey SEEDS,,,0
179277CNPU,Beijing Dulwich International School,DCB,1,7802712DCN
179278USPU,Harlem Village Academy High School,,1,7803321DUS
179280NPPR,Ullens School,,,0
179283USPU,Ponte Vedra High School,,1,0
179285BRPR,The British School of Rio de Janeiro,,1,0
179295USPR,IDEA College Preparatory Alamo,108807007,1,7802527DUS
179296USPU,IDEA College Preparatory Frontier,108807003,1,7802527DUS
179297USPU,IDEA College Preparatory Mission,108807004,1,7802527DUS
179298USPR,IDEA College Preparatory Pharr,108807008,1,7802527DUS
179299USPR,IDEA College Preparatory Quest College,108807002,1,7802527DUS
179300USPR,IDEA College Preparatory San Benito,108807005,1,7802527DUS
179304USPU,"CollegeClarity, LLC",,,0
179309USPU,Joseph Gregori High School,Gregori,1,0625150DUS
179310USPU,Clear Falls High School,011,1,4814280DUS
179311USPU,Bayside Intermediate School,050,1,4814280DUS
179312USPU,The Catalyst Schools,,1,1709930DUS
179313USPR,Integrated Design and Electronics Academy (IDEA),,,0
179314USPU,Chavez Prep Middle School,100,,7803074DUS
179315USPR,American College Prep,,1,0
179317USPR,CORE Philadelphia,,1,0
179318USPU,Sunnyvale High School ,,1,4841880DUS
179321USPU,Midtown Center,,1,0
179322USPU,Alumni Tracker Test,,,0
179323USPR,Edward W. Brooke Charter School,,,0
179325USPR,Access College & Career Consultants,,1,0
179327USPU,NYCiSchool,,1,0
179328AEPU,GEMS World Academy,,1,0
179329USPU,Millbrook Middle School,,1,3619380DUS
179331USPR,Dallas International School,,,0
179332USPU,Silicon Valley Children's Fund,,,0
179333USPR,Educational Pathways w/ ARB & Right College Choice,,,0
179335USPU,Referral Test - CRM-90,,,0
179339USPU,Holten Richmond Middle School,,,2503990DUS
179340USPU,Institute of Technology at Syracuse Central,1,1,3628590DUS
179342USPR,Your Guidance Office,,1,0
179343USPU,Southeast Alternative School,,1,0
179344HKPU,Renaissance College Hong Kong,,1,7800036DHK
179347USPR,Living Word Christian High School,,,0
179348USPU,Johns Creek High School,,,1302280DUS
179349USPU,STRIVE Prep Excel,517,,7802709DUS
179350USPR,Little Rock Christian Academy,,1,0
179351USPU,Eagle Ridge Academy,,1,0
179356USPU,Rocky River High School,600457,,3702970DUS
179357USPU,William A. Hough High School,600312,,3702970DUS
179358USPU,Rockdale Magnet School for Science and Technology,,1,0
179359USPU,"Gwinnett School of Mathematics, Science and Tech",631,1,1302550DUS
179360CHPU,International School of Zug and Luzern,,1,0
179361USPU,FC Dallas Youth,,1,0
179366USPU,Cedar Creek High School,,1,3406060DUS
179371USPU,Liberty North High School,1070,1,2918540DUS
179374USPU,Prod Nav QA School 2,,1,0
179376QAPR,ASPIRE Academy for Sports Excellence,,1,0
179377USPU,Johns Hopkins Counseling & Human Services,,,0
179378USPU,Two Roads,8793,1,0804800DUS
179379USPU,Jeffco Virtual Academy,4408,1,0804800DUS
179380USPU,University of Pennsylvania ,,,0
179382CNPU,Jiangsu Tianyi High School - AP Center ,Tianyi,1,0
179384CNPU,Shenzhen Foreign Languages School,SZFLS,1,0
179393USPR,The Cottage School,,,0
179399USPU,Air Force Academy High School,610513,1,1709930DUS
179412USPU,Vista Peak Preparatory (9-12),362,1,0802340DUS
179414USPU,Total Development Center,,1,0
179415USPR,Rogers Tax Advisory Group,,1,0
179418USPU,Yonkers Montessori Academy,711,1,3631920DUS
179425USPU,CICS - Longwood,400033,1,1709930DUS
179427INPU,International School of Hyderabad,,,0
179432USPU,Access Community Action Agency,,,0
179435USPU,Rancho Solano Preparatory School,,1,0
179437USPR,Montgomery Educational Consulting,,1,0
179438USPU,CICS - Ralph Ellison High School,400032,1,1709930DUS
179439KRPU,RealSAT,,1,0
179440USPU,Columbia Heights Education Campus,442,,1100030DUS
179445PAPU,International School of Panama ,,1,0
179446USPU,Prod Nav QA School 3,PQA3,1,0
179448USPR,Brooklyn Amity School,,,0
179450USPU,Alliance Piera Barbaglia Shaheen Health Services Academy,117598,1,7802505DUS
179452USPU,Kaplan Academy of Colorado,KACO,1,7802525DUS
179453USPU,Kaplan Academy of Washington,KAWA,1,7802525DUS
179455USPU,Prod Nav QA School 4,PQA4,,0
179456USPR,CIEE,,1,0
179460USPU,Summit Academy,604,1,0803360DUS
179462USPU,Leman Manhattan,,1,0
179466USPU,Impact Early College High School,016,1,4821150DUS
179467USPR,The Successful Tutor,,1,0
179470USPU,Roosevelt High School Early College Studies,755,1,3631920DUS
179475USPU,Walter D. Palmer Leadership Learning Partners Charter School,,1,0
179476BRPR,American School of Brasilia,,1,0
179478USPU,Plainfield East High School,84,,1731740DUS
179479USPR,Best Academy,,1,0
179481USPU,Olentangy Orange High School,9286,1,3904676DUS
179485USPU,Home Hospital/Transition Support Center,0382A,1,0634320DUS
179486USPU,Boston HERC,,1,0
179488USPU,Hobsons New York High School,,1,0
179489USPU,George Washington University Online High School,4782,1,0
179491USPU,Docufide edocs test school,Docufide,1,7802533DUS
179492USPU,Nav QA 4,QA4,1,7802533DUS
179493USPU,University Preparatory Academy,,1,0
179494USPU,EGHS GED,,1,0803360DUS
179497USPU,American Indian OIC   ,JB,1,2721240DUS
179498USPU,Center School,JA,1,2721240DUS
179501USPU,Loring Nicollet,JK,1,2721240DUS
179502USPU,Menlo,JL,1,2721240DUS
179503USPU,MERC,JM,1,2721240DUS
179504USPU,PYC,JQ,1,2721240DUS
179508USPU,Columbus Global Academy ,720,1,3904380DUS
179509USPU,Columbus International High School,8,1,3904380DUS
179512USPU,Charles Drew High School ,,,1301230DUS
179513USPU,Docufide edocs test 2,,1,0
179516USPU,Military Child Education Coalition,,1,0
179522USPU,Chicago Intl Charter School - Northtown Academy,179522uspu,1,1709930DUS
179523USPU,Flushing YABC,,1,0
179529VNPU,American International School Vietnam,,1,0
179530AEPU,Abu Dhabi Investment Authority,,1,0
179531USPU,Trainer Middle School 1 -- FCPS,111,1,7800043DUS
179532USPU,Trainer Middle School 2 -- FCPS   ,222,1,7800043DUS
179533USPU,Union County Teams Charter School,,1,0
179535USPU,The Soulsville Charter School,,1,0
179536USPU,Lorenzo Walker Technical High School ,0282,1,1200330DUS
179537USPU,Howard High School,111974,,1300420DUS
179541USPU,St. Dominic Savio Catholic High School,,1,0
179543USPU,The Urban Assembly(School),,1,0
179544CNPU,Dulwich College Suzhou,DCSZ,1,7802712DCN
179545USPU,Creekside High School,,1,0
179548USPU,Gilliam School,673,1,0803360DUS
179549USPU,Newark Vocational High School,17,1,3411340DUS
179551USPR,Vistamar High School,,1,0
179552USPU,Cardinal Spellman High School,,1,0
179554MAPR,American Academy Casablanca,,1,0
179557USPU,East River High School,1801,1,1201440DUS
179558USPU,Lake Nona High School ,1951,1,1201440DUS
179559USPU,Liberty High School,0842,,1201470DUS
179566USPR,Monclova Christian Academy,,1,0
179573USPU,Monte Vista High School,0734368,1,0635130DUS
179574USPU,Liberty Common High School,,1,0
179576USPU,Houston Academy for International Studies,348,1,4823640DUS
179577USPU,Sharpstown International School,081,1,4823640DUS
179579USPU,Liberty High School,324,1,4823640DUS
179580USPU,Mount Carmel Academy,311,1,4823640DUS
179583USPU,North Houston Early College High School ,308,1,4823640DUS
179586USPU,Energized for STEM Academy,321,1,4823640DUS
179587USPU,Energized for E-STEM West,455,1,4823640DUS
179589USPU,High School Ahead Academy,456,1,4823640DUS
179591USPU,Magnolia Science Academy- 3 Carson,103,1,7802539DUS
179592USPU,Magnolia Science Academy- 4 Venice,104,1,7802539DUS
179593USPU,Magnolia Science Academy- 5 Hollywood,105,1,7802539DUS
179594USPU,Pilgrim Academy,218,1,4823640DUS
179595USPU,Rusk School,234,1,4823640DUS
179596USPU,Magnolia Science Academy Santa Ana,110,1,7802539DUS
179597USPU,Bay Area Technology School,,1,0
179600USPU,Naviance Western Australia,WA,1,7803046DUS
179603USPU,Achievement First Brooklyn HS,11216,1,7802524DUS
179604BRPU,Panamerican School of Porto Alegre,,1,0
179606USPU,Suncoast Polytechnical High School ,,,1201680DUS
179608THPR,International Community School,,1,0
179610USPU,Bordentown Regional Middle School,,1,3402030DUS
179615USPU,Houston Test Middle School,67890,1,0
179617USPU,Accelere,341,1,3174820DUS
179620USPU,Robinson Middle School,391,1,5101260DUS
179621USPU,Lake Braddock Middle School,401,1,5101260DUS
179626USPU,Girls Athletic Leadership School,,1,0
179630USPU,St. Mary Catholic Central High School,,1,0
179637USPU,Monmouth University,,1,0
179644USPU,Lighthouse College Financial Planning,,1,0
179652USPU,St. Augustine Catholic High School ,,1,0
179654USPU,Fruita 8-9,568,1,0804350DUS
179656USPU,Mesa Valley Vision,595,1,0804350DUS
179662USPU,Seattle Waldorf High School,,1,0
179663USPU,Carmel Christian School,,1,0
179664USPU,North Forest High School ,477,1,4823640DUS
179665USPU,SABIC,,1,0
179667USPU,Houston Test One,,1,7802554DUS
179668USPU,Houston Test Two,,1,7802554DUS
179673USPU,st-docu1,888888,,0
179675USPU,st-docu2,777777,,0
179676CNPU,"Shanghai Byron Education Information Consulting Co., Ltd",,1,0
179688USPU,West Broward High School ,3971,,1200180DUS
179690USPU,Higher Education Servicing Corporation ,,,0
179691USPU,Adm. William F. Halsey Jr. Health and Public Safety Academy,83,1,3404590DUS
179692USPU,Connecticut River Academy,2456014,1,0903450DUS
179693USPU,Helen Bernstein Senior High,8696,,0622710DUS
179700USPU,Esteban Torres HS - Engineer & Technology Academy,7773,,0622710DUS
179702USPU,Davis Renov Stahler Yeshiva High School for Boys,,1,0
179706USPU, Staley High School,,,0
179707USPU,Foundation Collegiate Academy,,,0
179708USPU,Manchester Valley High School,62,1,2400210DUS
179710USPU,Thomas A. Edison Career and Technology Academy,87,1,3404590DUS
179712USPU,Pope John Paul II High School,,1,0
179713USPU,Academy at the Lakes,,,0
179716USPU,Northside Charter School,,1,0
179720USPU,Rochester Academy Charter School,,1,0
179721USPU,The Renaissance Charter High School for Innovation,,,0
179723USPU,International Leadership Charter School,,,0
179728USPU,Green Tech High Charter School,,1,0
179742USPU,Bishop Ludden Junior/Senior High School,,1,0
179751USPU,The FAIR School,I3,1,2721240DUS
179753USPU,Lincoln Christian School,,,0
179754USPU,Texas College Consultants,,1,0
179756USPU,West Michigan Aviation Academy,,1,0
179759USPU,Providence Academy ,,1,0
179760CNPU,Zhejiang Fuyang High School,Fuyang,1,0
179763USPU,Laurel Ridge Middle School,4731,1,4111290DUS
179764USPR,Advantage Academy,,1,0
179765USPU,Sage Day School,,1,0
179767USPU,University of Hobsons,,1,0
179769USPU,Archbishop Molloy High School,,1,0
179772AEPU,American International School of Jeddah ,,1,0
179773SGPU,St. Joseph's Institution International,,1,0
179776CNPU,Lu He International Education Center ,,1,0
179777KRPR,Busan International Foreign School,,,0
179784IDPU,British School Jakarta,,1,0
179786USPU,Urban Prep Charter Academy for Young Men - Bronzeville Campus,400105,1,1709930DUS
179787USPU,Foundation Learning,,1,0
179789USPU,College Survival,,1,0
179792USPU,Academy of Arts and Academics (A3),10131,1,4111670DUS
179799TWPU,Taipei European School,,,0
179800MMPU,International School Myanmar,,,0
179801MMPU,Yangon International School,,,0
179802VNPU,APU International School,,1,0
179805USPU,Interface Education Services,,1,0
179807USPU,Oxbridge Academy,,1,0
179809USPU,Constitution High School ,2670,1,4218990DUS
179810USPU,East Harlem Tutorial Program,,1,0
179811USPU,J. Michael Lunsford Middle School,JML,1,5102250DUS
179812AEPR,Raha International School,,,7803092DAE
17981USPU,Henry Clay High School,,1,0
179825USPU,Frederick A. Douglass High School,,,0
179828USPU,Naviance Support High School,72801136,1,7802556DUS
179829USPU,Naviance Support Middle/High School,227,1,7802556DUS
179830USPU,Design Lab Early College High School,5032,1,3904378DUS
179831USPU,Ginn Academy,6805,1,3904378DUS
179832USPU,Washington Park Environmental Studies Academy,2110,1,3904378DUS
179835USPU,MC2STEM,5035,1,3904378DUS
179839USPU,Southeast High School,1670,1,2916400DUS
179841USPU,East High School,1580,1,2916400DUS
179842USPU,Northeast High School,1340,1,2916400DUS
179843USPU,Namita's Test Account,,,7802604DUS
179844USPU,Jennie Fimbres Test Account,,1,0
179845USPU,Patriot High School,042,1,5103130DUS
179846USPU,New Tech @ Collinwood,2071,1,3904378DUS
179849USPU,East Technical Campuses,5161,1,3904378DUS
179854USPU,Glenville High Schools,5220,1,3904378DUS
179862USPU,John Hay-School of Architecture and Design,5692,1,3904378DUS
179863USPU,John Hay-School of Science and Medicine,5691,1,3904378DUS
179864USPU,John Hay-Early College,5159,1,3904378DUS
179868USPU,Martin Luther King High School,6804,1,3904378DUS
179871USPU,Animas High School,,1,0
179873USPU,George Ranch High School,009,1,4826580DUS
179875IDPU,Sentul-Jl,,1,7802558DID
179876IDPU,Cikarang-Jl,,1,7802558DID
179878IDPU,Kemang Village-Jl,,1,7802558DID
179883USPU,Grover Cleveland Charter High School,8590,1,0622710DUS
179884USPU,Cleveland Test Account,,1,0
179891USPR,"DePaul Cristo Rey High School (Cincinnati, OH)",,1,7800050DUS
179893USPU,Dougherty Valley High School,0113118,1,0635130DUS
179894USPU,Vandegrift High School,005,1,4827030DUS
179898USPR,Colegio Internacional Puerto La Cruz,,1,0
179903USPR,St. Joseph Catholic Academy,,1,0
179904CAPR,Little Flower Academy,,1,0
179906USPU,STEM Academy,57,1,4207710DUS
179907USPU,Wayne Carle Middle School,9299,1,0804800DUS
179910USPU,Hayfield Middle School,181,1,5101260DUS
179911USPU,South County Middle School,422,1,5101260DUS
179914USPU,ALC at Montrose,537,1,5101260DUS
179918USPU,The Cinema School,,,0
179922USPU,Emma Lazarus High School,,,0
179925USPU,Murray Hill Academy,,,7803434DUS
179927USPU,Urban Assembly School for Green Careers,03M402,1,7802792DUS
179931USPU,English Language Learners and International Support Preparatory Academy (ELLIS),,,0
179932USPR,Albany Leadership Charter High School for Girls,,1,0
179933USPU,naviancehs,987654,,0
179934USPU,succeedhs,9876787,,0
179935USPU,Community Health Academy of the Heights,,1,0
179936USPU,Arlington Community High School,26,1,5100270DUS
179937USPU,Langston High School Continuation Program,25,1,5100270DUS
179938USPU,Alliance Morgan McKinzie High School,116509,1,7802505DUS
179940USPU,Pathways,87,1,0806900DUS
179942USPU,Alliance Cindy & Bill Simon Technology High School,121285,1,7802505DUS
179943USPU,Alliance Ted K. Tajima High School,123141,1,7802505DUS
179944USPU,Alliance Tennenbaum Family Technology High School,121293,1,7802505DUS
179973UKPU,Wycombe Abbey School,,,0
179987UKPU,Sevenoaks School,,,0
180001USPU,navstorecpp,149123,1,0
180004USPU,Promise Academy,,1,0
180005USPU,New Tech @ East Tech,5040,1,3904378DUS
180006USPU,New Tech West,5060,1,3904378DUS
180007AFPU,John Adams High School,5276,1,3904378DUS
180008USPU,Headwaters School,,1,0
180009USPU,College Readiness Camp - CT Department of Higher Education,,1,0
